x,y
-37.270554,-17.1427
59.761364,-1.5547392
69.054596,-7.135485
-21.965092,7.3521466
-14.28558,0.37082872
-23.06219,16.64862
-5.5262594,-19.50073
-40.67123,18.146658
-35.54752,-9.28788
-33.681213,8.200155
-15.978837,-25.908604
65.928925,-0.48319674
-4.1940475,5.1106825
-31.45829,15.692189
4.58341,32.595516
-38.647015,-13.725244
-43.131104,9.408466
-35.473293,-18.426817
-31.736639,-16.858568
0.077408895,-23.768848
13.3206005,-16.869745
61.258614,5.1984577
-18.599081,-8.822469
-4.436747,21.712225
5.502861,4.7651596
0.7124307,-3.5518591
8.534924,16.746456
-2.1818254,16.475555
-24.213001,-5.7019176
62.66344,5.2520123
70.054016,1.2909966
-3.4080367,-0.90855557
-20.54014,7.0195045
-26.466492,2.5219138
68.50048,9.069947
-11.323296,14.486532
59.870876,-17.29224
3.2234433,-3.1511486
66.47457,0.8570693
-37.15823,-10.879119
-21.744188,2.9025192
-18.640015,-5.837879
7.796713,-25.086271
68.78001,-14.119454
56.57538,-3.0004034
-1.6636748,23.767782
15.402082,24.095554
70.51959,-1.279063
-26.675797,5.292778
3.0198317,2.338415
13.396005,-14.851198
-0.19844766,34.610737
-38.157646,14.125748
-21.456747,11.605674
52.079033,-16.834507
-35.71834,-23.786507
-31.353724,4.3742733
16.834467,5.4870543
48.422966,-9.3810005
71.000854,-3.2982645
3.6007774,8.287542
-32.81549,10.534674
-20.266531,-8.721037
53.6026,-5.499045
-24.951843,-8.335026
13.683308,-1.2172288
-31.692352,-16.520714
14.507128,10.872113
-23.157997,-21.473999
-3.2779138,26.009045
66.554276,-3.2551298
4.534094,3.8278482
-27.653103,-5.02063
-44.09457,14.151738
7.7124476,-20.949936
70.930954,-5.122181
-25.028704,-14.413937
7.001351,-23.49641
-3.6422653,7.545315
-0.32598725,13.845463
-43.594063,13.787614
74.401764,3.7799513
-12.378539,25.9831
62.957253,-18.028387
-32.63341,-14.2085495
-19.300272,-22.70801
71.916016,-7.02304
49.77155,-19.2595
-0.3353146,-10.838384
-21.130598,-17.581211
-34.97565,-2.3498156
52.973442,-17.25997
15.114083,-18.739553
-38.427116,10.655578
-16.944637,-22.351267
66.948235,2.5631027
13.763712,-2.960777
71.77429,-0.8083844
15.122871,25.795067
-39.97938,18.018866
11.944133,24.791422
9.277642,4.3039203
-1.6239997,-26.118715
64.46572,-6.9251847
-25.150896,0.44465193
-47.59595,5.062312
-24.151485,9.916739
-35.809242,6.09502
72.659676,-4.205881
69.765915,-2.8810692
11.589301,-15.111677
-14.789919,-8.99406
1.1077236,-27.28398
-19.509909,9.353047
55.462807,-13.625521
-29.594086,-19.426815
-30.145731,9.566645
7.3826914,-23.836533
0.602093,15.192366
8.63605,24.811674
8.222125,-20.205044
-29.869795,-5.6052876
1.8797421,-5.1682787
-46.37764,9.851611
-22.38431,21.076075
-41.37242,-8.588374
-15.417615,-1.9562706
16.944935,-16.764513
-8.381886,27.376436
62.49482,9.132163
-4.1113605,26.538113
-22.540945,-13.105796
-2.8914747,-6.2145147
-31.496157,-3.443266
-16.74137,9.927023
-21.658684,-22.073017
64.03811,7.989697
-17.367386,-5.6759086
-21.208197,2.7549157
-9.795696,27.171026
-41.664673,10.682264
10.066629,-23.454165
-20.011593,-8.38859
-7.6751413,10.154905
-24.45292,-6.0307813
3.9418254,-23.135658
71.70333,1.7037525
64.91689,-1.6433579
-44.576912,2.9832442
49.763756,-6.299427
6.3202024,14.800312
54.674114,-5.560543
68.679634,2.3044033
12.346445,8.629536
-29.979313,-16.435978
6.504584,-2.9466581
72.532524,-4.040686
0.08525694,-28.0922
-28.956219,-16.280796
17.7093,10.23578
-13.633461,-21.256884
-41.27488,1.5787871
-35.43404,-13.050393
7.977256,13.148201
71.85617,-5.9000635
-7.5660787,17.967226
-27.309917,-3.2983284
-2.5495677,-24.347507
-12.819131,-12.177012
-29.156977,2.8739138
-23.46204,20.980583
9.989253,18.5786
-35.587894,-15.333069
6.307074,-7.056556
-19.262236,-19.60361
-8.18808,-18.666613
-36.992664,-20.098398
1.9133546,-23.907562
67.75603,-4.1208615
-22.641851,-19.393473
-21.036404,7.1630416
-25.57514,8.500688
-27.531149,16.260162
-20.784603,4.601999
-38.18472,4.4141703
-20.229063,-16.230879
71.73615,-1.6279776
-2.3535163,-24.754665
-18.83869,-21.411352
-27.312012,-11.781987
53.91759,-17.365978
-38.11939,20.423552
-18.352253,-24.698887
-2.8339357,-22.291014
12.531926,-12.019974
-31.2084,16.532833
-46.95616,-2.045386
-0.80216396,-25.000902
8.828242,-16.170784
0.106718056,-27.127626
-17.20312,3.9624014
-41.801094,-12.201505
51.873867,-11.20451
2.5213585,10.037076
10.876457,17.546824
14.684182,-14.345103
-24.28398,-1.364429
-27.7614,20.685444
-24.93384,-0.17621152
-35.194836,9.262402
52.660156,-18.99253
67.65018,-16.37111
-39.25294,-5.1044774
-20.029028,-10.75726
3.4150128,-22.800323
